id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
a_state_of_mind_2005,1432196,2005-09-02,Ty Burr,True,3/4,fresh,Boston Globe,It's a quietly wrenching eye-opener.,POSITIVE,http://www.boston.com/ae/movies/articles/2005/09/02/a_striking_glimpse_of_north_korea
a_state_of_mind_2005,1431856,2005-09-01,Kevin Crust,True,3/5,fresh,Los Angeles Times,"A fresh, straightforward portrayal of what the film calls 'the least visible ... least known ... least understood ... country in the world.'",POSITIVE,"http://www.calendarlive.com/movies/reviews/cl-et-state2sep02,0,4193232.story"
a_state_of_mind_2005,1431762,2005-09-01,Paul Malcolm,False,,fresh,L.A. Weekly,"Gordon gives an intimate, balanced account of how political power, famine, power shortages and a hatred of America have shaped their young lives.",POSITIVE,http://www.laweekly.com/film/film_results.php?showid=3532&Sumbit.x=72&Sumbit.y=22&zip_code=
a_state_of_mind_2005,1430823,2005-08-28,Doug Cummings,False,,fresh,Filmjourney,"The film is also admirably intimate, giving a human face to those living in a totalitarian society; their fears, joys, inspirations, and hopes.",POSITIVE,http://filmjourney.weblogger.com/2005/08/27
a_state_of_mind_2005,1430214,2005-08-26,G. Allen Johnson,True,3/4,fresh,San Francisco Chronicle,"The biggest value of the movie is the depiction of Pyongyang life, the elaborate Mass Games choreography, a wondrous road trip to the revered Mount Paektu, and the ideological mind-set of typical North Korean citizens.",POSITIVE,http://sfgate.com/cgi-bin/article.cgi?f=/c/a/2005/08/26/DDGAKECLTL1.DTL#flick2
a_state_of_mind_2005,1425686,2005-08-12,Ken Fox,False,3.5/5,fresh,TV Guide,"English filmmaker Daniel Gordon grants us a rare glimpse of daily life inside the most secretive nations on earth, and it's just as weird as you thought.",POSITIVE,
a_state_of_mind_2005,1425681,2005-08-12,Elizabeth Weitzman,True,3/4,fresh,New York Daily News,"Not even the widest political chasms, Gordon finds, can eradicate the universal pleasure of a young girl's giggle.",POSITIVE,http://www.nydailynews.com/entertainment/movies/story/336434p-287367c.html
a_state_of_mind_2005,1424473,2005-08-10,Derek Elley,True,,fresh,Variety,"Admirably non-judgmental docu about life in 'the least visited, known, understood country in the world,' per Brit director Daniel Gordon, brings a refreshing balance to the usual blind vilification of the country.",POSITIVE,http://www.variety.com/review/VE1117925556.html?categoryid=31&cs=1
a_state_of_mind_2005,1424463,2005-08-10,John Anderson,True,3.5/4,fresh,Newsday,A portrait of the power of power.,POSITIVE,
a_state_of_mind_2005,1424461,2005-08-10,Dana Stevens,True,3/5,fresh,New York Times,A State of Mind offers a rare and often chilling glimpse into the culture of North Korea.,POSITIVE,http://www.nytimes.com/2005/08/10/movies/10mind.html?ex=1155268800&en=917a3c8b62754c8f&ei=5083&partner=Rotten Tomatoes
a_state_of_mind_2005,1424454,2005-08-10,V.A. Musetto,True,3/4,fresh,New York Post,"A nifty documentary by Brit Daniel Gordon, who directed, wrote and narrated.",POSITIVE,
a_state_of_mind_2005,1424364,2005-08-10,Edward Douglas,False,9.5/10,fresh,ComingSoon.net,Might be the most powerful and important documentary of the year.,POSITIVE,http://www.comingsoon.net/news/reviewsnews.php?id=10757
a_state_of_mind_2005,1424076,2005-08-09,Ed Park,True,,fresh,Village Voice,One leaves the film with the Twilight Zone sense that the place isn't quite the hellhole prior reports have suggested.,POSITIVE,"http://www.villagevoice.com/film/0532,tracking2,66685,20.html"
a_state_of_mind_2005,1422816,2005-08-05,Harvey S. Karten,False,B+,fresh,Compuserve,"Striking footage from North Korea, the country with the world's fewest visitors.",POSITIVE,http://community.compuserve.com/n/pfx/forum.aspx?tsn=1&nav=messages&webtag=ws-showbiz&tid=19781
a_state_of_mind_2005,1394606,2005-05-20,Ron Wilkinson,False,7/10,fresh,Monsters and Critics,"Priceless footage inside the secret church-state of North Korea and the beautiful Mass Games, this documentary sheds little light on the people themselves.",POSITIVE,
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2605921,2019-07-17,Dominic Griffin,False,2/5,rotten,Spectrum Culture,It's said Zhang Ziyi didn't want to come back for the sequel unless Ang Lee returned as well. We can see why.,NEGATIVE,https://spectrumculture.com/2016/02/29/crouching-tiger-hidden-dragon-sword-of-destiny/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2575930,2019-04-10,Andrew Daley,False,4/5,fresh,One Room With A View,We're all here really to see if Sword Of Destiny was worth the decade-plus wait. It totally was.,POSITIVE,https://oneroomwithaview.com/2016/02/28/crouching-tiger-hidden-dragon-sword-destiny-review/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2546900,2019-01-09,Emmet Asher-Perrin,False,,rotten,Tor.com,"Directed by Yuen Woo-ping (who choreographed the fights for the first film), Sword of Destiny feels westernized in every sense of the word.",NEGATIVE,https://www.tor.com/2016/02/29/an-unfortunate-case-of-westernization-crouching-tiger-hidden-dragon-sword-of-destiny/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2417106,2017-09-08,Nico Lang,False,,rotten,The Daily Dot,"Nostalgia is nice, but Netflix should just focus on making better content.",NEGATIVE,http://www.dailydot.com/topics/parsec/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2342752,2016-08-02,Roxana Hadadi,True,2.5/5,rotten,Chesapeake Family Magazine,"The Crouching Tiger, Hidden Dragon sequel Sword of Destiny isn't as thoughtful as its predecessor, but its fight sequences will hold your attention.",NEGATIVE,http://www.chesapeakefamily.com/fun/movies/7398-family-movie-review-crouching-tiger-hidden-dragon-sword-of-destiny-pg-13
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2337561,2016-07-01,Jeffrey M. Anderson,False,3/4,fresh,Combustible Celluloid,"The sequel is directed by Yuen Woo-Ping, who choreographed the fight scenes in the original... he's not as prestigious as Lee, and has fewer awards, but the man knows his kung fu.",POSITIVE,http://www.combustiblecelluloid.com/2016/crouching_tiger_sword_destiny.shtml
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2329481,2016-05-25,John Lui,False,2.5/5,rotten,The Straits Times (Singapore),"It's not offensively bad. It's a kid's meal -- safe, but grown-ups will tire of it quickly.",NEGATIVE,http://www.straitstimes.com/lifestyle/entertainment/movie-review-crouching-tiger-hidden-dragon-sequel-is-a-kung-fu-pander
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2323209,2016-04-26,Rohan Naahar,False,3/5,fresh,Hindustan Times,"It's true that not many were pleading for a Crouching Tiger, Hidden Dragon sequel, especially one that arrived about 15 years too late, but they made one anyway, bless them.",POSITIVE,http://www.hindustantimes.com/movie-reviews/crouching-tiger-hidden-dragon-sword-of-destiny-review-haiyaa/story-hwCQZTbw1gVlPxuycustNJ.html
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2320062,2016-04-11,John Serba,False,2.5/4,rotten,MLive.com,"With the original's wondrous, naturalist cinematography so clearly burned into the memory, it's difficult not to make an unfavorable comparison.",NEGATIVE,http://www.mlive.com/movies/index.ssf/2016/03/crouching_tiger_hidden_dragon.html
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2318267,2016-04-02,Edmund Lee,False,2.5/5,rotten,South China Morning Post,"While it's also adapted from Wang Dulu's five-part Crane-Iron novel series, the new film ... feels like a slapdash piece of fan fiction.",NEGATIVE,http://www.scmp.com/lifestyle/film-tv/article/1915248/film-review-michelle-yeoh-donnie-yen-go-through-motions-crouching
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2315811,2016-03-21,Steve Wright,False,3/5,rotten,SciFiNow,The story just isn't as captivating as it needs to be.,NEGATIVE,http://www.scifinow.co.uk/reviews/crouching-tiger-hidden-dragon-sword-of-destiny-film-review/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2315064,2016-03-17,Grady Hendrix,True,,rotten,Film Comment Magazine,"By the climax, the action has been reduced to interminable sequences of people banging their swords together and occasionally being ejaculated into the air like digital snowflakes.",NEGATIVE,http://www.filmcomment.com/blog/kaiju-shakedown-crouching-tiger-hidden-dragon-2/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2314966,2016-03-16,Rafael Rosales Santos,False,5/10,rotten,Konexión,"A painful sequel that disappoints all lovers of the original because of the remarkable quality drop between them, it had a very interesting proposal but failed miserably. [Full review in Spanish]",NEGATIVE,http://konexion.com.mx/netflix-review-de-crouching-tiger-hidden-dragon-sword-of-destiny/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2313596,2016-03-09,Sergio Benítez,False,,rotten,Espinof,A movie that smells and tastes like a thousand productions of martial arts film. [Full Review in Spanish],NEGATIVE,http://www.blogdecine.com/criticas/crouching-tiger-hidden-dragon-sword-of-destiny-corriente
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2313420,2016-03-08,Frederic and Mary Ann Brussat,False,3/5,fresh,Spirituality & Practice,A lackluster sequel whose most redeeming quality is the noble presence of actress Michelle Yeoh.,POSITIVE,http://www.spiritualityandpractice.com/films/reviews/view/28115/crouching-tiger-hidden-dragon-sword-of-destiny
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2312468,2016-03-03,Susan Granger,False,5/10,rotten,SSG Syndicate,Its high-flying action lacks the distinctive elegance of its predecessor.,NEGATIVE,http://susangranger.com/?p=8629
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2312267,2016-03-02,Tasha Robinson,True,,rotten,The Verge,"Sword Of Destiny suffers endlessly by comparison to Ang Lee's groundbreaking 2000 film Crouching Tiger, Hidden Dragon, for the comparative smallness of its vision, its visuals, and its budget.",NEGATIVE,http://www.theverge.com/2016/2/26/11121436/crouching-tiger-hidden-dragon-sword-of-destiny-movie-review-netflix
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2312043,2016-03-01,Renee Schonfeld,False,2/5,rotten,Common Sense Media,Long-awaited martial-arts sequel more brutal than original.,NEGATIVE,https://www.commonsensemedia.org/movie-reviews/crouching-tiger-hidden-dragon-sword-of-destiny
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2312031,2016-03-01,Vincent Mancini,False,B,fresh,FilmDrunk,"If grunge killed glam rock in the martial arts movie world, Sword of Destiny is a well-timed tribute band; you wouldn't want everyone to start wearing spandex again, but it's fun for a night.",POSITIVE,http://uproxx.com/filmdrunk/crouching-tiger-hidden-dragon-sword-destiny-review/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311984,2016-03-01,Matt Donato,False,5/10,rotten,We Got This Covered,"Crouching Tiger, Hidden Dragon is back after over a decade, but shows its age in this staler, more weightless martial arts meh-travaganza.",NEGATIVE,http://wegotthiscovered.com/movies/crouching-tiger-hidden-dragon-sword-of-destiny-review/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311859,2016-02-29,Roger Moore,False,2/4,rotten,Movie Nation,"The romance is gone, the story is silly, but it's gorgeous to look at and the fights are epic.",NEGATIVE,http://rogersmovienation.com/2016/02/29/movie-review-crouching-tiger-hidden-dragon-the-sword-of-destiny/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311808,2016-02-29,Dan Mecca,False,C,rotten,The Film Stage,"Like so many too-late sequels, the film -- directed by the first film's action choreographer Yuen Woo-ping -- rides on waves of nostalgia and little else.",NEGATIVE,http://thefilmstage.com/reviews/review-crouching-tiger-hidden-dragon-sword-of-destiny/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311705,2016-02-28,Travis Hopson,False,2.5/5,rotten,Examiner.com,"Tries to fill the gigantic shoes left by a classic rather than forging its own path, and that choice left it destined to fail.",NEGATIVE,http://www.examiner.com/review/review-netflix-s-crouching-tiger-hidden-dragon-sword-of-destiny?cid=db_articles
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311661,2016-02-28,Justin Chang,True,,rotten,Variety,"This martial-arts mediocrity has airborne warriors aplenty but remains a dispiritingly leaden affair with its mechanical storytelling, purely functional action sequences and clunky English-language performances.",NEGATIVE,http://variety.com/2016/film/reviews/crouching-tiger-hidden-dragon-sword-of-destiny-review-1201717291/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311598,2016-02-27,Mike McGranaghan,False,1.5/4,rotten,Aisle Seat,"A pale imitation of the masterpiece that spawned it. Whereas the original had a freshness and a beauty that made it accessible to martial arts fans and non-fans alike, the sequel will leave even the faithful unimpressed.",NEGATIVE,http://aisleseat.com/jack-cthd2.htm
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311579,2016-02-27,David Sims,True,,rotten,The Atlantic,"With all of the first film's startling beauty and emotional subtlety lost, even Sword of Destiny's established stars look uninspired in their roles.",NEGATIVE,http://www.theatlantic.com/entertainment/archive/2016/02/crouching-tiger-hidden-dragon-sword-of-destiny-review/471234/
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311577,2016-02-27,Donald Strohman,False,2/10,rotten,The Young Folks,"The very few positives Crouching Tiger, Hidden Dragon: Sword of Destiny offers aren't even remotely enough to warrant a watch, and just wind up proving this dragon lost its fire a long time ago.",NEGATIVE,http://theyoungfolks.com/review/film-review-crouching-tiger-hidden-dragon-sword-of-destiny/73920
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311575,2016-02-27,Josh Lasser,False,5.2/10,rotten,IGN Movies,"The only real thing that Crouching Tiger, Hidden Dragon: Sword of Destiny has to differentiate itself from any number of other movies in the genre is its Crouching Tiger lineage.",NEGATIVE,http://www.ign.com/articles/2016/02/26/crouching-tiger-hidden-dragon-sword-of-destiny-review
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311567,2016-02-26,Chris Bumbray,False,4/10,rotten,JoBlo's Movie Network,"When a battle on a frozen lake between Donnie Yen and multiple adversaries is boring, you've got problems.",NEGATIVE,http://www.joblo.com/movie-news/review-crouching-tiger-hidden-dragon-sword-of-destiny-507
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311511,2016-02-26,Annlee Ellingson,False,,rotten,L.A. Biz,"A sequel that, this many years hence, no one was clamoring for.",NEGATIVE,http://www.bizjournals.com/losangeles/news/2016/02/26/flick-picks-crouching-tiger-hidden-dragon-sequel.html
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311442,2016-02-26,Josh Larsen,False,1.5/4,rotten,LarsenOnFilm,"...inertly familiar, with a thin, Syfy-channel sheen.",NEGATIVE,http://www.larsenonfilm.com/crouching-tiger-hidden-dragon-sword-of-destiny
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311414,2016-02-26,Chuck Bowen,True,2.5/4,fresh,Slant Magazine,"It has an appealingly inventive, unruly genre party streak running down its figurative back.",POSITIVE,http://www.slantmagazine.com/film/review/crouching-tiger-hidden-dragon-sword-of-destiny
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311394,2016-02-26,Chris Nashawaty,True,B-,fresh,Entertainment Weekly,"While Sword of Destiny looks tremendous and the fight scenes are giddy fun, you can't help but get the sensation that something is missing.",POSITIVE,http://www.ew.com/article/2016/02/26/crouching-tiger-hidden-dragon-sword-of-destiny-ew-review
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2311374,2016-02-26,Jordan Hoffman,True,2/5,rotten,Guardian,"Crouching Tiger, Hidden Dragon: Sword of Destiny isn't so much a continuation as a Xerox copy with cheap toner.",NEGATIVE,http://www.theguardian.com/film/2016/feb/26/crouching-tiger-hidden-dragon-sword-of-destiny-sequel-review
crouching_tiger_hidden_dragon_sword_of_destiny_2016,2307544,2016-02-08,James Marsh,False,,rotten,Screen International,"Always feels like a cash-in, arriving 15 years too late.",NEGATIVE,http://www.screendaily.com/reviews/crouching-tiger-hidden-dragon-sword-of-destiny-review/5099965.article
l_for_leisure,2298167,2015-12-07,Nick Pinkerton,False,,fresh,Reverse Shot,"While the film's atmosphere is lax and unhurried, thematic through lines coalesce as it moves along.",POSITIVE,http://reverseshot.org/reviews/entry/2052/l_for_leisure
l_for_leisure,2263642,2015-05-22,Ben Sachs,True,,fresh,Chicago Reader,"As someone who suffered through more poststructuralist theory in college than he would have liked, I had good fun watching this shaggy-dog comedy, though the arcane subject matter makes it an acquired taste.",POSITIVE,http://www.chicagoreader.com/chicago/l-for-leisure/MovieTimes?oid=17690161
l_for_leisure,2263639,2015-05-22,Melissa Anderson,True,,fresh,Artforum,"A ludic early-1990s time capsule, Lev Kalman and Whitney Horn's L for Leisure pays tribute to egghead volubility and good-vibes indolence.",POSITIVE,http://artforum.com/film/id=52143
l_for_leisure,2262444,2015-05-15,Matt Prigge,False,4/5,fresh,Metro,"There's a small handful of people who would ever find 'L for Leisure' funny, and they're not the people who enjoy bad cinema. It's far weirder than that.",POSITIVE,http://www.metro.us/entertainment/l-for-leisure-offers-more-than-fake-bad-cinema/zsJoeo---i2jdQQeshFa/
l_for_leisure,2262221,2015-05-14,Ben Kenigsberg,True,,rotten,New York Times,"The performances are stiff and amateurish, and exchanges of dialogue have the structure of jokes but don't quite pay off (unless mere mentions of Snapple and Marky Mark count).",NEGATIVE,http://www.nytimes.com/2015/05/15/movies/review-l-for-leisure-vignettes-of-graduate-students-on-vacation.html?partner=rss&emc=rss
l_for_leisure,2262220,2015-05-14,A.A. Dowd,True,B-,fresh,AV Club,"At certain point, whether all of this is purposefully awkward becomes almost irrelevant: The non sequitur vignettes are often hilarious either way, and the film gains an oddly agreeable rhythm ...",POSITIVE,http://www.avclub.com/review/l-leisure-either-bad-grad-school-comedy-or-really--219440
l_for_leisure,2262219,2015-05-14,Danny King,True,,fresh,Village Voice,"What makes L for Leisure more than just a collection of clever, well-photographed jokes is the utter sincerity embedded within the constant sarcasm.",POSITIVE,http://www.villagevoice.com/2015-05-13/film/with-comic-beauty-l-for-leisure-captures-restless-eighties-grad-student-holidays/
l_for_leisure,2262218,2015-05-14,Richard Brody,True,,fresh,New Yorker,The directors Lev Kalman and Whit Horn turn the bleary languor of graduate students slacking off into a substantial but meandering spectacle.,POSITIVE,http://www.newyorker.com/goings-on-about-town/movies/l-for-leisure
isteve,2693681,2020-06-02,Leigh Paatsch,False,1/5,rotten,Herald Sun (Australia),"This is profoundly unfunny, no-calorie comedy for those too high or too lazy to change channels. Woeful.",NEGATIVE,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/your-night-in-every-movie-on-tv-tonight-rated-or-slated/news-story/65f3c17c4bcd2e444310e1661f0792c2
isteve,2429200,2017-10-21,Sarah Marrs,False,,fresh,Cinesnark,"iSteve is a multi-part experiment that works, for the most part, and even hits on a few truly inspired comedic moments.",POSITIVE,https://cinesnark.com/2013/04/22/isteve-the-uninformed-biopic-experiment/
love_lies,2739073,2020-10-31,James Mudge,False,4/5,fresh,easternKicks.com,"Though let down by its routine love triangle narrative, Love, Lies has a lot going for it, and is a superior and really quite gorgeous-looking Korean period drama",POSITIVE,https://www.easternkicks.com/reviews/love-lies
love_lies,2333658,2016-06-15,Diva Velez,False,3.5/5,fresh,TheDivaReview.com,"While not perfect, Love, Lies is a worthy discovery of a time and culture in Korean history not often seen on western screens. Its fine acting, heady romance and truly gorgeous visuals make it a pleasure to watch.",POSITIVE,http://thedivareview.com/Love_Lies_Movie_Review.htm
living_water_2020,102717209,2022-08-10,Phuong Le,True,3/5,fresh,Guardian,"While the ongoing, systemic depletion of natural resources is adequately explained, for those unfamiliar with the region, it may be a challenge to glean the full historical context.",POSITIVE,https://www.theguardian.com/film/2022/aug/08/living-water-review-eco-documentary-wadi-rum-desert-jordan
the-tale-of-zatoichi,1409030,2005-07-04,Emanuel Levy,False,3/5,fresh,EmanuelLevy.Com,,POSITIVE,
the-tale-of-zatoichi,1299918,2004-07-22,Robin Clifford,False,B,fresh,Reeling Reviews,Zatoichi is good but not nearly great with some very effective performances.,POSITIVE,http://www.reelingreviews.com/zatoichi.htm
the-tale-of-zatoichi,1216856,2003-11-09,"Michael W. Phillips, Jr.",False,3.5/5,fresh,Goatdog's Movies,"Watching this film, I saw elements of some of my favorite filmmakers who followed in its footsteps.",POSITIVE,http://www.goatdog.com/moviePage.php?movieID=58
the-tale-of-zatoichi,1158033,2003-06-03,Brian Mckay,False,4/5,fresh,eFilmCritic.com,"Falls somewhere between the stoic ultra-badness of Lone Wolf and Cub's Ogami Itto, and the sarcastic but good-hearted Yojimbo ... Samurai fans may rejoice",POSITIVE,http://efilmcritic.com/review.php?movie=7754&reviewer=258
the-tale-of-zatoichi,788466,2002-09-30,Scott Weinberg,False,90/100,fresh,Apollo Guide,"Though The Tale of Zatoichi features a few exciting action sequences, this is more of a moody character study than an outright karate flick.",POSITIVE,
the-tale-of-zatoichi,748958,2002-08-02,Christopher Null,False,3.5/5,fresh,Filmcritic.com,,POSITIVE,
the-tale-of-zatoichi,748956,2002-08-02,James Kendrick,False,2.5/4,fresh,Q Network Film Desk,"serves as a good introduction to the character, establishing his major traits and offering a worthwhile narrative",POSITIVE,
rewind_2003,1734814,2008-06-14,Amber Wilkinson,False,3/5,fresh,Eye for Film,This is a study in solitude and to say the film is subtle is an understatement.,POSITIVE,http://www.eyeforfilm.co.uk/reviews.php?id=3140
rewind_2003,1256763,2004-03-05,Steve Rhodes,False,2.5/4,fresh,Internet Reviews,"A sweet little film, whose scene stealer isn't the actors, but a sublime score with some handsome cinematography to accompany it.",POSITIVE,http://reviews.imdb.com/Reviews/371/37192
nipawistamasowin_we_will_stand_up,2671963,2020-02-24,Jennie Kermode,False,3.5/5,fresh,Eye for Film,"Inevitably, some people would complain that the trial was unreasonably politicised... They will say the same about this film, but [Tasha] Hubbard makes a strong case for a political view being appropriate.",POSITIVE,https://www.eyeforfilm.co.uk/review/nipawistamasowin-we-will-stand-up-2019-film-review-by-jennie-kermode
nipawistamasowin_we_will_stand_up,2625135,2019-09-12,Vincent Schilling,False,10/10,fresh,Indian Country Today,"I am hesitant to give a 10 out of 10 for any film, but nîpawistamâsowin: We Will Stand Up is an emotional award-winning film that is more than deserving. The tragic story of the Native young man Colten Boushie, shot and killed by a white farmer.",POSITIVE,https://newsmaven.io/indiancountrytoday/news/n%C3%AEpawistam%C3%A2sowin-we-will-stand-up-is-an-emotional-award-winning-film-ke3Z5fj33keTGk6-VdlwpA/
nipawistamasowin_we_will_stand_up,2593595,2019-06-04,Brett Pardy,False,,fresh,Seventh Row,"By weaving in a personal story, Hubbard elevates this documentary from a summary of the case to a poignant exploration of how to maintain Indigenous identity in a settler society.",POSITIVE,https://seventh-row.com/2019/05/22/hot-docs-19-capsules/
nipawistamasowin_we_will_stand_up,2592349,2019-05-31,Anne Brodie,False,,fresh,What She Said,This is an extremely powerful and important film that has taken on a life of its own.,POSITIVE,http://www.whatshesaidradio.com/what-she-said/snammay312019/
nipawistamasowin_we_will_stand_up,2592341,2019-05-31,Courtney Small,False,,fresh,The Hindu Business Line,"Using Boushie's murder as a jumping off point, Hubbard's film opens a greater conversation about how the roots of racism are dug deep into the soil of Canadian history.",POSITIVE,https://thatshelf.com/nipawistamasowin-we-will-stand-up-review/
nipawistamasowin_we_will_stand_up,2592034,2019-05-30,Peter Howell,True,3.5/4,fresh,Toronto Star,[A] powerful work of activist cinema.,POSITIVE,https://www.thestar.com/entertainment/movies/review/2019/05/30/nipawistamasowin-we-will-stand-up-reveals-stirring-activism-in-wake-of-headline-making-death.html
nipawistamasowin_we_will_stand_up,2592011,2019-05-30,Ken Eisner,False,,fresh,Georgia Straight,This heartbreaking tale hits a nerve that won't be unstruck anytime soon.,POSITIVE,https://www.straight.com/movies/1247001/first-nations-dark-history-rcmp-brought-light-colten-boushie-doc-nipawistamasowin-we
tripping_with_nils_frahm,2749251,2020-12-07,Tom Shone,False,3/5,fresh,Sunday Times (UK),"You'll be drawn in for the finale: beating out a rhythm on piano wires with furry drumsticks, Frahm starts a piano loop that builds and builds, layer on layer.",POSITIVE,https://www.thetimes.co.uk/article/film-reviews-mank-tripping-with-nils-frahm-3rjtmrdk2
tripping_with_nils_frahm,2748368,2020-12-04,Noel Murray,True,,fresh,Los Angeles Times,It's a bold choice to count on Frahm alone to provide enough visual excitement to fill a 90-minute movie. But watching him at work... is a little like watching an athlete at the top of his game.,POSITIVE,https://www.latimes.com/entertainment-arts/movies/story/2020-12-03/review-music-documentary-shane-macgowan-billie-holiday
tripping_with_nils_frahm,2747444,2020-12-02,Dwight Brown,True,,fresh,National Newspaper Publishers Association,Be prepared to travel over the high mountains and down the deep valleys where Frahm's entrancing music treks. It's worth the journey. Worth the exploration. Well worth the escape from our current reality. It's a trip.,POSITIVE,http://dwightbrownink.com/tripping-with-nils-frahm/
10009299-falling,1750491,2008-08-21,Scott Foundas,False,,fresh,L.A. Weekly,"Here it is in theaters for anyone else who dares. If that makes Falling sound hard to watch, it is -- but it's even harder to shake.",POSITIVE,http://www.laweekly.com/2008-08-14/film-tv/screeching-to-the-choir/
10009299-falling,1720987,2008-04-10,Robert Koehler,True,,fresh,Variety,An urban thriller so abounding in contempo mood and memorably savage violence that it will be read broadly as Dutcher's farewell to Latter-day Saints cinema.,POSITIVE,
10009299-falling,1706974,2008-02-03,Eric D. Snider,False,B+,fresh,EricDSnider.com,Another milestone in Dutcher's growth as a proficient filmmaker.,POSITIVE,http://www.ericdsnider.com/movies/falling/
10009299-falling,1706679,2008-02-01,Wade Major,False,,fresh,Boxoffice Magazine,"It's an important and indelible work, excruciatingly difficult to watch and impossible to forget.",POSITIVE,http://boxoffice.com/reviews/2008/01/falling.php
the_edge_of_democracy,2743956,2020-11-20,Derick Gomez,False,,fresh,PopMatters,[T]he footage of mass progressive mobilizations serves as a timely reminder that there are countless like-minded people that are outraged and ready to push back to defend the rights they have attained over the decades.,POSITIVE,https://www.popmatters.com/the-edge-of-democracy-2648507038.html?rebelltitem=1#rebelltitem1
the_edge_of_democracy,2737995,2020-10-28,Film Companion Staff,False,,fresh,Film Companion,"Petra Costa's Oscar-winning documentary, stalking the rise and fall of two Brazilian Presidents during the country's socio-political crisis, is unflinchingly personal, and challenges our perception of ""political"" filmmaking.",POSITIVE,https://www.filmcompanion.in/streaming/netflix/best-movies-on-netflix-baahubali-the-irishman-lagaan-andhadhun/
the_edge_of_democracy,2699993,2020-06-29,Carlos Bonfil,False,,fresh,La Jornada,[Has] the rhythm and intensity of a political thriller. [Full review in Spanish],POSITIVE,https://www.jornada.com.mx/2020/06/28/opinion/a05a1esp
the_edge_of_democracy,2693178,2020-05-29,Larry Rohter,False,,fresh,The New York Review of Books,"The Edge of Democracy is visually powerful and also benefits from behind-the-scenes access to Lula, Dilma, and their advisers that would be the envy of any filmmaker or journalist.",POSITIVE,https://www.nybooks.com/articles/2020/04/23/brazils-dead-end/
the_edge_of_democracy,2678129,2020-03-19,Carey-Ann Pawsey,False,3.5/5,fresh,Orca Sound,This very the personal is political documentary looks at the presidencies of Lula da Silva and Dilma Rousseff.,POSITIVE,http://www.orcasound.com/2020/03/11/the-edge-of-democracy/
the_edge_of_democracy,2669411,2020-02-13,Amber Wilkinson,False,4/5,fresh,Eye for Film,"There's a lot of ground to cover, but Costa keeps a strong grip on the material",POSITIVE,https://www.eyeforfilm.co.uk/review/the-edge-of-democracy-2019-film-review-by-amber-wilkinson
the_edge_of_democracy,2666451,2020-02-04,Pablo Villaça,False,5/5,fresh,Cinema em Cena,"A poet interprets and communicates the world through metaphors and allegories found in everyday life in order to express not only what she sees, but how she feels about what she sees - and Petra Costa has the soul of a poet. [Full review in Portuguese]",POSITIVE,https://cinemaemcena.com.br/critica/filme/8526/democracia-em-vertigem
the_edge_of_democracy,2663137,2020-01-24,Loren King,False,,fresh,Newport This Week (RI),Her (Petra Costa) outrage and sorrow are palpable and heartbreaking.,POSITIVE,https://www.newportthisweek.com/articles/stellar-docs-ready-to-stream-pre-oscars/
the_edge_of_democracy,2662642,2020-01-23,Christopher Llewellyn Reed,False,,fresh,Hammer to Nail,"We would all do well to watch and learn, lest our own fragile democracies, no matter where we are or what we think of them, fall off their crumbling edges into the abyss.",POSITIVE,https://www.hammertonail.com/reviews/edge-of-democracy/
